ID;NAME;Kartenart;Quellkonto KontoID;Quellkonto;Quellkonto Beschreibung;Quellkonto BUB;Quellkonto LIB;Zielkonto KontoID;Zielkonto;Zielkonto Beschreibung;Zielkonto BUB;Zielkonto LIB;Verschiedene Lager;handler
484;Ausbuchung des Transportbestand;;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
485;Ausbuchung des Fakturierbar Bestand;;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
486;Ausbuchung des Bestandsdifferenzen;;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
487;Ausbuchung des Ruecksendestelle;;5;Ruecksendestelle;Bestand der Ruecksendestelle für Ruecklieferungen an Lieferanten als Bestandteil des BUB;Y;N;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
488;Ausbuchung des Retoureneingang;;9;Retoureneingang;"Retourenbestand im Lager; eingegangen; aber noch nicht geprueft und damit kein verfuegbarer Bestand";Y;N;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
489;Ausbuchung des Transp.best gesperrt;;13;Transp.best gesperrt;"Transportbestand; der nicht zusagbar und nicht lieferbar ist";Y;N;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
490;Ausbuchung des Transportbestand abg;;14;Transportbestand abg;abgehender Transportbestand fuer Stationaergeschaeft;Y;N;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
491;Ausbuchung des QS gesperrter Best.;;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
492;Ausbuchung des Reserviert Stationär;;17;Reserviert Stationär;"Reserviert fuer Entnahme im Kommissionierlager (Stationaer); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";Y;N;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
493;Ausbuchung des externer Bestand;;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
494;Ausbuchung des QS ungeprüft / WE1;;25;QS ungeprüft / WE1;Wareneingänge nach Vereinnahmung per WE1 und vor Freischaltung per WE2 im Zustand QS-ungeprüft bzw. wartend auf Zollfreigabe;N;N;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
495;Ausbuchung des ALT: ALT: Angeford. ;;30;ALT: ALT: Angeford.;"Angeforderter Filialnachschub; physische Auslieferung noch nicht bestätigt";Y;N;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
496;Ausbuchung des Beauftragter Best.;;34;Beauftragter Best.;Zur Auslagerung beauftragter Bestand im Zentrallager Stationär/Filiale SAS/Caruso;Y;N;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
497;Ausbuchung des Reserviert Versand;;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
498;Ausbuchung des Sport Scheck intern.;;39;Sport Scheck intern.;Reservierter Bestand für SportScheck-International-Aktivitäten im Rahmen der logischen Bestandstrennung. Nur für Lager 23/25. Nur zur Bebuchung durch die Retail-Schicht. Teil des Buchbestands.;Y;N;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
499;Ausbuchung des Aufbereitung Stionär;;40;Aufbereitung Stionär;Aufbereitungsbestand Stationaer (Veredelung der Ware fuer Einsatz in Filialen z.B. durch BFS);Y;N;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
500;Ausbuchung des ALT: ALT: Reservelag;;43;ALT: ALT: Reservelag;Reserverlagerbestand (nur Hamburg);N;N;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
501;Ausbuchung des Virt. Bestand;;45;Virt. Bestand;Vitueller Bestand;N;N;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
502;Ausbuchung des Transp. gesp. n-bub;;94;Transp. gesp. n-bub;Gesperrter nicht bub-relevanter Transportbestand (der Rücksendestelle) für den Konzern;N;N;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
503;Ausbuchung des Bestand RS nicht-bub;;95;Bestand RS nicht-bub;nicht bub-relevanter Bestand der Rücksendestelle für den Konzern;N;N;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
504;Einbuchung des gesperrter Bestand;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
505;Einbuchung des Transportbestand;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;N;
506;Einbuchung des Fakturierbar Bestand;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;N;
507;Einbuchung des Bestandsdifferenzen;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;N;
508;Einbuchung des Ruecksendestelle;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;5;Ruecksendestelle;Bestand der Ruecksendestelle für Ruecklieferungen an Lieferanten als Bestandteil des BUB;Y;N;N;
509;Einbuchung des Retoureneingang;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;9;Retoureneingang;"Retourenbestand im Lager; eingegangen; aber noch nicht geprueft und damit kein verfuegbarer Bestand";Y;N;N;
510;Einbuchung des Transp.best gesperrt;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;13;Transp.best gesperrt;"Transportbestand; der nicht zusagbar und nicht lieferbar ist";Y;N;N;
511;Einbuchung des Transportbestand abg;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;14;Transportbestand abg;abgehender Transportbestand fuer Stationaergeschaeft;Y;N;N;
512;Einbuchung des QS gesperrter Best.;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;N;
513;Einbuchung des Reserviert Stationär;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;17;Reserviert Stationär;"Reserviert fuer Entnahme im Kommissionierlager (Stationaer); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";Y;N;N;
514;Einbuchung des externer Bestand;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;N;
515;Einbuchung des QS ungeprüft / WE1;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;25;QS ungeprüft / WE1;Wareneingänge nach Vereinnahmung per WE1 und vor Freischaltung per WE2 im Zustand QS-ungeprüft bzw. wartend auf Zollfreigabe;N;N;N;
516;Einbuchung des ALT: ALT: Angeford. ;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;30;ALT: ALT: Angeford.;"Angeforderter Filialnachschub; physische Auslieferung noch nicht bestätigt";Y;N;N;
517;Einbuchung des Beauftragter Best.;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;34;Beauftragter Best.;Zur Auslagerung beauftragter Bestand im Zentrallager Stationär/Filiale SAS/Caruso;Y;N;N;
518;Einbuchung des Reserviert Versand;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;N;
519;Einbuchung des Sport Scheck intern.;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;39;Sport Scheck intern.;Reservierter Bestand für SportScheck-International-Aktivitäten im Rahmen der logischen Bestandstrennung. Nur für Lager 23/25. Nur zur Bebuchung durch die Retail-Schicht. Teil des Buchbestands.;Y;N;N;
520;Einbuchung des Aufbereitung Stionär;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;40;Aufbereitung Stionär;Aufbereitungsbestand Stationaer (Veredelung der Ware fuer Einsatz in Filialen z.B. durch BFS);Y;N;N;
521;Einbuchung des ALT: ALT: Reservelag;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;43;ALT: ALT: Reservelag;Reserverlagerbestand (nur Hamburg);N;N;N;
522;Einbuchung des Virt. Bestand;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;45;Virt. Bestand;Vitueller Bestand;N;N;N;
523;Einbuchung des Transp. gesp. n-bub;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;94;Transp. gesp. n-bub;Gesperrter nicht bub-relevanter Transportbestand (der Rücksendestelle) für den Konzern;N;N;N;
524;Einbuchung des Bestand RS nicht-bub;;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;95;Bestand RS nicht-bub;nicht bub-relevanter Bestand der Rücksendestelle für den Konzern;N;N;N;
525;Storno manuelle Bestandsberichtigung;315;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;6;WE Lieferant;Wareneingang vom Lieferanten (Umsatz);N;N;N;
526;RES bei Nachbearbeitung im Wareneingang;;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;N;
527;Storno: Totalschaden aus QS gesperrt;;22;Totalschaden;"Umsatz ausgebucht per Kanalbuchung: Genutzt in Altsystemen fuer alle Kanalbuchungen gemeinsam; neu nur fuer den Kanal Totalschaden";N;N;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;N;
528;Inventurdifferenz auf Lager 0;;10;Inventurdifferenz;Aus dem Buchbestand ausgebuchte Inventurdiffenz (Umsatz);N;N;10;Inventurdifferenz;Aus dem Buchbestand ausgebuchte Inventurdiffenz (Umsatz);N;N;Y;
529;Zg aus Musterung Zentr.Lg.;;42;Int.warenabzug IWA;Umsatz Interner Warenabzug und Warenruecklauf;N;N;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;N;
530;Ruecksendestelle -> Drittverkauf;;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;33;Drittverk. /Verwert.;"Drittverkauf / Verwertung direkt aus dem Lager bzw. Fililale
Abgang aus BUB";N;N;;
531;Drittverkauf -> Ruecksendestelle;;33;Drittverk. /Verwert.;"Drittverkauf / Verwertung direkt aus dem Lager bzw. Fililale
Abgang aus BUB";N;N;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;;
532;Rücksendestelle -> WRR;;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;7;Rueckgabe Lieferant;Umsatz Rueckgabe von Ware an Lieferant;N;N;;
533;Rücksendestelle -> Storno WRR;;7;Rueckgabe Lieferant;Umsatz Rueckgabe von Ware an Lieferant;N;N;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;;
534;KARL-Auslag. an TLIB Ziel K.15;338;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;Y;
535;WA externer Bestand an Konzernlager;;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;97;Umfuhr extern BI-NLW;Externe Umfuhr für bestandsintegrierte Nichtlagerware (BI-NLW) im Rahmen von Bestellungen durch 3Suisses.;N;N;N;194
536;Lieferantenstorno BI-NLW;;97;Umfuhr extern BI-NLW;Externe Umfuhr für bestandsintegrierte Nichtlagerware (BI-NLW) im Rahmen von Bestellungen durch 3Suisses.;N;N;6;WE Lieferant;Wareneingang vom Lieferanten (Umsatz);N;N;N;
537;LIB nach Transportbestand gesperrt;;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;13;Transp.best gesperrt;"Transportbestand; der nicht zusagbar und nicht lieferbar ist";Y;N;Y;194
538;WA ext. Bestand an Konzernlager Retoure;;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;98;WA Konzern Retoure;WA Konzern Retoure KP Löhne;N;N;N;
539;Fakturierung NLW (echte NLW);;6;WE Lieferant;Wareneingang vom Lieferanten (Umsatz);N;N;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;N;
540;Retoureneingang NLW beim Lieferanten;;12;WE Retoure;Wareneingang (WE) Retoure;N;N;6;WE Lieferant;Wareneingang vom Lieferanten (Umsatz);N;N;N;
541;Bereinigung gesperrter Bestand;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;N;
542;BUB-Reduz. aus faktf. Bestand (gl.Lager);310;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;N;
543;BUB-Reduzierung aus faktf. Bestand;310;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;Y;46
544;BUB-Reduzierung aus gesp. Bestand;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;N;
545;WA unfreier Bestand diff. wh;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;Y;
546;Buchen BKZ-Ware in den Tlib;339;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;Y;
547;gesp-T-LIB auf Inv.Diff gleiches Lager;;13;Transp.best gesperrt;"Transportbestand; der nicht zusagbar und nicht lieferbar ist";Y;N;10;Inventurdifferenz;Aus dem Buchbestand ausgebuchte Inventurdiffenz (Umsatz);N;N;N;
548;Inv.Diff auf gesp-T-LIB gleiches Lager;;10;Inventurdifferenz;Aus dem Buchbestand ausgebuchte Inventurdiffenz (Umsatz);N;N;13;Transp.best gesperrt;"Transportbestand; der nicht zusagbar und nicht lieferbar ist";Y;N;N;
549;gesp-T-LIB auf Inv.Diff verschied. Lager;;13;Transp.best gesperrt;"Transportbestand; der nicht zusagbar und nicht lieferbar ist";Y;N;10;Inventurdifferenz;Aus dem Buchbestand ausgebuchte Inventurdiffenz (Umsatz);N;N;Y;
550;Inv.Diff auf gesp-T-LIB verschied. Lager;;10;Inventurdifferenz;Aus dem Buchbestand ausgebuchte Inventurdiffenz (Umsatz);N;N;13;Transp.best gesperrt;"Transportbestand; der nicht zusagbar und nicht lieferbar ist";Y;N;Y;
551;Retoure direkt Rücksendebetrieb;;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;;
552;Storno Retoure - Rücksendebetrieb;;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
553;Rücksendestelle -> Fundgrube;;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;77;KTO 77 / Fundgrube;Abgabe über Kanal/Konto 77 Richtung Fundgrube;N;N;;
554;gesperrt -> Fundgrube;;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;77;KTO 77 / Fundgrube;Abgabe über Kanal/Konto 77 Richtung Fundgrube;N;N;;
555;Storno: Rücksendestelle -> Fundgrube;;77;KTO 77 / Fundgrube;Abgabe über Kanal/Konto 77 Richtung Fundgrube;N;N;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;;
556;Storno: gesperrt -> Fundgrube;;77;KTO 77 / Fundgrube;Abgabe über Kanal/Konto 77 Richtung Fundgrube;N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
557;WE - NLW Retoure;;12;WE Retoure;Wareneingang (WE) Retoure;N;N;99;NWL-Zwischenkonto;Umsatz zwischen Retoureneingang und Belastung Lieferant;N;N;;
558;Storno WE - NLW Retouren;;99;NWL-Zwischenkonto;Umsatz zwischen Retoureneingang und Belastung Lieferant;N;N;12;WE Retoure;Wareneingang (WE) Retoure;N;N;;
559;NLW Retoure Belastung Lieferant;;99;NWL-Zwischenkonto;Umsatz zwischen Retoureneingang und Belastung Lieferant;N;N;7;Rueckgabe Lieferant;Umsatz Rueckgabe von Ware an Lieferant;N;N;;
560;Storno NLW Retoure Belastung Lieferant;;7;Rueckgabe Lieferant;Umsatz Rueckgabe von Ware an Lieferant;N;N;99;NWL-Zwischenkonto;Umsatz zwischen Retoureneingang und Belastung Lieferant;N;N;;
3001;Umsatz WE in fakturf. Bestand;300;6;WE Lieferant;Wareneingang vom Lieferanten (Umsatz);N;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;N;
3002;Umsatz WE in fakturf. Bestand;300;6;WE Lieferant;Wareneingang vom Lieferanten (Umsatz);N;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;Y;
3003;BUB-Erhöhung in faktf. Bestand;300;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;N;
3006;Umsatz Retoure in fakturf. Bestand;300;12;WE Retoure;Wareneingang (WE) Retoure;N;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;N;
3007;Retoureneingang freier Bestand diff WH;300;12;WE Retoure;Wareneingang (WE) Retoure;N;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;Y;
3050;Umsatz WE in gesp. Bestand;305;6;WE Lieferant;Wareneingang vom Lieferanten (Umsatz);N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
3051;BUB-Erhöhung in gesp. Bestand;305;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
3052;Umsatz Retoure gesp. Bestand gl. Lager;305;12;WE Retoure;Wareneingang (WE) Retoure;N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
3053;Retoureneingang unfreier Bestand diff wh;305;12;WE Retoure;Wareneingang (WE) Retoure;N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
3054;Umsatz Kunde in gesp. Bestand;305;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
3055;Umsatz WE in gesp.Bestand;305;6;WE Lieferant;Wareneingang vom Lieferanten (Umsatz);N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
3101;BUB-Reduz. aus faktf. Bestand (gl.Lager);310;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;N;
3102;BUB-Reduzierung aus faktf. Bestand;310;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;Y;46
3104;BUB-Reduzierung aus faktf. Bestand (NHW);310;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;Y;
3105;WA-Kunde aus fakt. Bestand;310;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;;46
3106;WA-Kunde aus fakt. Bestand (NHW);310;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;;
3107;WA-Kunde aus fakt. Bestand (gl. Lager);310;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;N;
3108;Fakturierung 23/25 aus fakt.Best.;310;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;N;46
3109;Auslagerung nach Konzern-Laufkette;315;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;6;WE Lieferant;Wareneingang vom Lieferanten (Umsatz);N;N;N;
3110;Einlagerung aus Konzern-Laufkette;305;6;WE Lieferant;Wareneingang vom Lieferanten (Umsatz);N;N;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;N;
3111;WE aus Transit abg in QS;;14;Transportbestand abg;abgehender Transportbestand fuer Stationaergeschaeft;Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
3112;Eingang Retoure SM;;12;WE Retoure;Wareneingang (WE) Retoure;N;N;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;N;
3113;Einlagerung Retoure SM K.Lager;330;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;Y;
3114;Einlagerung Retoure Konzern K.Lager;330;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;Y;
3115;Storno Einlagerung Retoure SM;340;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;Y;
3116;Storno Einlagerung Retoure Konzern;340;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
3150;BUB-Reduzierung aus gesp. Bestand;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;N;
3152;WA unfreier Bestand diff. wh;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;Y;
3153;WA-Kunde aus gesp. Bestand;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;N;
3300;LIB Erhöhung;330;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;Y;
3301;Erhöhung fakturierfähiger Bestand;330;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;N;
3361;Einlagerung Transport;336;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;N;46
3362;Einlagerung Transport;336;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;Y;46
3371;Plusdifferenz gleiches Lager;330;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;N;
3372;Plusdifferenz;330;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;Y;
3380;Plusdifferenz Transportbestand gl. Lager;339;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;N;
3381;Plusdifferenz Transportbestand;339;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;Y;
